Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,7.210000,7.240000,7.120000,7.160000,6.938010,33328559
2019-01-03,7.160000,7.210000,7.130000,7.210000,6.986460,24736911
2019-01-04,7.200000,7.300000,7.170000,7.290000,7.063979,35343961
2019-01-07,7.200000,7.370000,7.280000,7.320000,7.093050,42101919
2019-01-08,7.330000,7.350000,7.300000,7.330000,7.102739,26065223
2019-01-09,7.390000,7.420000,7.320000,7.330000,7.102739,37616326
2019-01-10,7.400000,7.400000,7.340000,7.350000,7.122119,30102473
2019-01-11,7.380000,7.390000,7.340000,7.380000,7.151189,21461189
2019-01-14,7.350000,7.390000,7.300000,7.310000,7.083360,21518889
2019-01-15,7.330000,7.360000,7.310000,7.340000,7.112430,25392221
2019-01-16,7.360000,7.380000,7.330000,7.340000,7.112430,25576338
2019-01-17,7.350000,7.360000,7.300000,7.310000,7.083360,22346146
2019-01-18,7.340000,7.360000,7.280000,7.350000,7.122119,44226865
2019-01-21,7.380000,7.410000,7.360000,7.390000,7.160879,40927399
2019-01-22,7.420000,7.440000,7.300000,7.320000,7.093050,39914280
2019-01-23,7.300000,7.310000,7.260000,7.260000,7.034910,27745951
2019-01-24,7.270000,7.290000,7.220000,7.280000,7.054290,26758065
2019-01-25,7.290000,7.310000,7.260000,7.280000,7.054290,36675181
2019-01-28,7.300000,7.330000,7.260000,7.270000,7.044600,36675630
2019-01-29,7.240000,7.290000,7.210000,7.270000,7.044600,34698401
2019-01-30,7.280000,7.290000,7.240000,7.250000,7.025220,25554568
2019-01-31,7.280000,7.330000,7.250000,7.320000,7.093050,45899364
2019-02-01,7.330000,7.350000,7.280000,7.350000,7.122119,45587096
2019-02-11,7.320000,7.380000,7.300000,7.360000,7.131810,44861456
2019-02-12,7.360000,7.410000,7.330000,7.410000,7.180259,48893700
2019-02-13,7.410000,7.570000,7.390000,7.530000,7.296538,101185832
2019-02-14,7.510000,7.530000,7.470000,7.510000,7.277159,50792784
2019-02-15,7.490000,7.540000,7.450000,7.450000,7.219019,40684843
2019-02-18,7.490000,7.580000,7.490000,7.570000,7.335299,81292828
2019-02-19,7.570000,7.620000,7.530000,7.590000,7.354679,84884371
2019-02-20,7.600000,7.600000,7.540000,7.580000,7.344989,49597457
2019-02-21,7.570000,7.600000,7.500000,7.520000,7.286849,71477845
2019-02-22,7.490000,7.570000,7.450000,7.570000,7.335299,75517309
2019-02-25,7.580000,7.850000,7.580000,7.850000,7.606617,211625670
2019-02-26,7.800000,7.890000,7.730000,7.800000,7.558167,159862765
2019-02-27,7.780000,7.940000,7.770000,7.830000,7.587237,134180341
2019-02-28,7.860000,7.870000,7.780000,7.830000,7.587237,90903349
2019-03-01,7.840000,7.890000,7.780000,7.880000,7.635687,105034811
2019-03-04,7.880000,8.020000,7.840000,7.910000,7.664757,194358740
2019-03-05,7.890000,7.900000,7.810000,7.870000,7.625998,141783053
2019-03-06,7.860000,8.020000,7.850000,7.980000,7.732587,200833682
2019-03-07,7.950000,7.970000,7.890000,7.940000,7.693827,166033653
2019-03-08,7.880000,7.890000,7.660000,7.660000,7.422508,154840494
2019-03-11,7.660000,7.710000,7.600000,7.710000,7.470958,110432684
2019-03-12,7.730000,7.840000,7.700000,7.750000,7.509717,149263216
2019-03-13,7.750000,7.750000,7.640000,7.690000,7.451579,101263070
2019-03-14,7.720000,7.790000,7.630000,7.670000,7.432198,97603139
2019-03-15,7.680000,7.720000,7.650000,7.700000,7.461268,89442999
2019-03-18,7.690000,7.820000,7.670000,7.810000,7.567857,126520789
2019-03-19,7.830000,7.860000,7.770000,7.800000,7.558167,111315377
2019-03-20,7.800000,7.820000,7.710000,7.770000,7.529098,98027619
2019-03-21,7.780000,7.870000,7.750000,7.820000,7.577548,135233085
2019-03-22,7.820000,7.830000,7.720000,7.770000,7.529098,99361867
2019-03-25,7.670000,7.680000,7.590000,7.600000,7.364368,125930158
2019-03-26,7.630000,7.640000,7.520000,7.540000,7.306229,82069556
2019-03-27,7.570000,7.580000,7.530000,7.550000,7.315919,54435104
2019-03-28,7.510000,7.530000,7.480000,7.490000,7.257778,56216556
2019-03-29,7.490000,7.610000,7.480000,7.600000,7.364368,87857838
2019-04-01,7.580000,7.710000,7.560000,7.690000,7.451579,225952407
2019-04-02,7.720000,7.720000,7.640000,7.660000,7.422508,111855466
2019-04-03,7.650000,7.740000,7.640000,7.730000,7.490338,128697591
2019-04-04,7.720000,7.770000,7.690000,7.730000,7.490338,165772667
2019-04-08,7.790000,7.820000,7.710000,7.770000,7.529098,193283701
2019-04-09,7.790000,7.800000,7.700000,7.730000,7.490338,109721784
2019-04-10,7.710000,7.710000,7.640000,7.690000,7.451579,104086471
2019-04-11,7.690000,7.720000,7.600000,7.620000,7.383748,91052634
2019-04-12,7.610000,7.640000,7.590000,7.640000,7.403128,68293665
2019-04-15,7.670000,7.700000,7.610000,7.610000,7.374058,95604818
2019-04-16,7.580000,7.730000,7.530000,7.730000,7.490338,124865356
2019-04-17,7.690000,7.710000,7.670000,7.680000,7.441888,99635873
2019-04-18,7.670000,7.730000,7.650000,7.670000,7.432198,74874496
2019-04-19,7.670000,7.700000,7.590000,7.660000,7.422508,95548280
2019-04-22,7.680000,7.830000,7.640000,7.730000,7.490338,209360734
2019-04-23,7.760000,7.770000,7.660000,7.700000,7.461268,123347789
2019-04-24,7.700000,7.710000,7.610000,7.650000,7.412818,92598979
2019-04-25,7.630000,7.640000,7.510000,7.510000,7.277159,99542227
2019-04-26,7.490000,7.500000,7.420000,7.420000,7.189950,91558751
2019-05-06,7.320000,7.470000,7.150000,7.340000,7.112430,180438834
2019-05-07,7.300000,7.320000,7.250000,7.290000,7.063979,71732293
2019-05-08,7.240000,7.270000,7.210000,7.240000,7.015530,59923257
2019-05-09,7.210000,7.260000,7.200000,7.210000,6.986460,53972965
2019-05-10,7.230000,7.300000,7.190000,7.280000,7.054290,91288943
2019-05-13,7.250000,7.340000,7.180000,7.240000,7.015530,111733150
2019-05-14,7.200000,7.250000,7.200000,7.220000,6.996150,49887920
2019-05-15,7.230000,7.280000,7.200000,7.270000,7.044600,99030589
